Nom,Localisation,Type,Etat_poste,Nb_place,Heure_operation,Long,Lat,MTM8_X,MTM8_Y
"42-669","Au coin de la rue Buies et la rue Jean-Talon E. Situé au nord-ouest de l'intersection","Public","Poste public actif",5,"24H / 7J",-73.58635711709212,45.57270959910509,298059.9,5048092.6
"42-651","Au coin du boul. Viau et le boul. Robert. Situé au nord-est de l'intersection","Public","Poste public actif",8,"24H / 7J",-73.60504674950789,45.584319204499025,296602.8,5049384.5
"42-645","Au coin de la rue Fleuricourt et la rue Jarry. Situé au sud-est de l'intersection","Public","Poste public actif",5,"24H / 7J",-73.59249702593382,45.58264640715659,297581.9,5049197.4
"42-644","Au coin du boul. Couture et du boul. Viau. Situé au nord-est de l'intersection","Public","Poste public actif",2,"24H / 7J",-73.61461257882183,45.58892258157111,295857.1,5049897.1
"42-643","Au coin du boul. Couture et le boul. Lacordaire. Situé au nord-est de l'intersection","Public","Poste public actif",3,"24H / 7J",-73.6087067200989,45.596813593098624,296319.1,5050773.4
"42-302","Au coin de la rue Valdombre et la rue Jean-Talon E. Situé au sud-est de l'intersection","Public","Poste public actif",3,"24H / 7J",-73.57864865239259,45.587012968060726,298663.1,5049681.5
"42-300","Au 7445 boul. Langelier. Poste privé de Taxi Hochelaga. Walmart","Privé","Poste prive actif",6,"24H / 7J",-73.57290463757323,45.59246443345275,299111.8,5050286.9
"42-299","Au coin de la rue Bélanger et la rue De Choisy. Situé au nord-est de l'intersection","Public","Poste public actif",5,"24H / 7J",-73.57206000583494,45.58344955941366,299176.8,5049285
"42-730","Au 4270 rue Jean-Talon E. Poste privé de Taxi Coop de Montréal. Centre Le Boulevard","Privé","Poste prive temporaire",2,"24H / 7J",-73.58991914868773,45.56770046370933,297781.2,5047536.2
"42-650","Au coin du boul. Robert et la rue De Honfleur. Situé au nord-ouest de l'intersection","Public","Poste public actif",4,"24H / 7J",-73.59111857440439,45.593288909114676,297690.8,5050380
"16-784","Au 1 Carrefour Alexandre-Graham-Bell (Campus Bell). Poste privé de Taxi Diamond","Privé","Poste prive actif",4,"24H / 7J",-73.53992742750853,45.47260192130647,301678.1,5036964.7
"16-608","Au 3000 Wellington (Maxi). Poste privé de Taxi Pontiac","Privé","Poste prive actif",5,"24H / 7J",-73.56346197619627,45.47110801519941,299837.9,5036799.8
"16-606","Au coin de la rue Rushbrooke et la rue Caisse. Situé au sud-ouest de l'intersection","Public","Poste public actif",2,"24H / 7J",-73.56543581055905,45.47053027771151,299683.5,5036735.8
"16-605","Au 4000 Boul. Lasalle (Hopital de Verdun)","Public","Poste public actif",5,"24H / 7J",-73.56448757619626,45.46421646675062,299757.1,5036034.1
"16-601","Au coin de la rue Berlioz et le boul. Ile-des-soeurs. Situé au sud-ouest de l'intersection","Public","Poste public actif",3,"24H / 7J",-73.54436874389648,45.45936305580227,301330.1,5035493.6
"16-149","Au coin de la rue De Verdun et la 1e Avenue. Situé au nord-est de l'intersection","Public","Poste public actif",5,"24H / 7J",-73.5718899211792,45.45874026939313,299177.7,5035426
"16-148","Au coin de l'avenue Brown et l'avenue Bannantyne. Situé au nord-ouest de l'intersection","Public","Poste public actif",5,"24H / 7J",-73.5771472280029,45.4481313611597,298765.4,5034247.4
"16-147","Au coin de l'avenue Bannantyne et le boul. Lasalle (Hopital Douglas). Situé au nord-ouest de l'intersection","Public","Poste public actif",5,"24H / 7J",-73.57710644550781,45.44373877231892,298768.1,5033759.2
"15-144","Au coin du boul. Monk et la rue Allard. Situé au sud-ouest de l'intersection","Public","Poste public actif",4,"24H / 7J",-73.59333876347654,45.45102334906249,297499.2,5034570.1
"15-143","Au coin de la rue Lacroix (Métro Angrignon) et le boul. Des Trinitiares. Situé au nord-ouest de l'intersection","En commun","Poste encommun actif",6,"24H / 7J",-73.60134189682003,45.446535435785286,296872.6,5034072.1
"15-142","Au coin de la rue Le Caron et la rue Laurendeau. Situé au sud-ouest de l'intersection","Public","Poste public actif",2,"24H / 7J",-73.58818816931154,45.46191799983127,297903.4,5035780.4
"15-140","Au coin de la rue Monk (Métro Jolicoeur) et la rue Jolicoeur. Situé au nord-ouest de l'intersection","Public","Poste public actif",4,"24H / 7J",-73.5822687232178,45.45708240539611,298365.8,5035242.5
"15-139","Coin de la rue Denonville et du boul. Monk. Situé au nord-ouest de l'intersection.","Public","Poste public actif",2,"24H / 7J",-73.59717796934206,45.46105380432641,297200.3,5035685.2
"16-603","Au coin de la rue De Gaspé et le boul. Ile-des-soeurs. Situé au nord-ouest de l'intersection","Public","Poste public actif",3,"24H / 7J",-73.54705095291138,45.453598330697254,301119.9,5034853.1
"16-145","Au coin de la 5e Avenue et la rue De Verdun. Situé au nord-est de l'intersection","Public","Poste public temporaire",4,"24H / 7J",-73.57215642929077,45.4564690079286,299156.6,5035173.6
"16 - 890","Situé sur la rue de L'Église au coin de la rue Wellington (sud-est de l'intersection)","Public","Poste public actif",5,"24H/7J",-73.56655083062742,45.46302220208495,299595.6,5035901.5
"16-602","Au 42 Place du Commerce (Provigo). Poste privé de Taxi Diamond","Privé","Poste prive actif",2,"24H / 7J",-73.54448240132751,45.46649177296971,301321.6,5036285.8
"16-151","Au coin de la rue Woodland et l'Avenue Bannantyne. Situé au sud-ouest de l'intersection","Public","Poste public actif",2,"24H / 7J",-73.57629775239258,45.45279683010753,298832.3,5034765.8
"16-607","Au 30 Place du Commerce (IGA). Poste privé de Taxi Pontiac","Privé","Poste prive actif",5,"24H / 7J",-73.53984383068848,45.46837549153415,301684.5,5036495
"15-141","Au coin de la rue Jolicoeur et le boul. Monk. Situé au sud-ouest de l'intersection","Public","Poste public actif",2,"24H / 7J",-73.59520769950564,45.45681148060742,297353.8,5035213.5
"20-904","Av. McGill College / Cathcart. Situé au Nord-Ouest de l'intersection sur av. McGill College","Public","Poste public actif",6,"",-73.57036198161468,45.50146305987272,299301.3,5040173.7
"20-899","1390, boul. René-Lévesque O.. Hôtel Holiday Inn Suites. Le poste est situé derrière l'hôtel. Poste privé de Pontiac","Privé","Poste prive actif",2,"",-73.57243338332823,45.49514959237528,299138.8,5039472.2
"21-919","208, rue Saint-Antoine O. - Hôtel Embassy Suites","Privé","Poste prive actif",2,"24h / 7j",-73.55897555945513,45.504174287632914,300191.4,5040474.2
"21-900","250, boul René-Lévesque O. / AC Hôtel Mariott","Privé","Poste prive actif",2,"24H / 7J",-73.56348483862303,45.5057756829141,299839.2,5040652.5
"20 - 904","Av. McGill College coin rue Cathcart","Public","Poste public actif",6,"24 H / 7 J",-73.57125742009885,45.50190536852262,299231.4,5040222.9
"20-899","1390, boul René-Lévesque O. . Hôtel Holiday Inn & Suites. Derrière l'hôtel","Privé","Poste prive actif",2,"24H / 7J",-73.57247093425445,45.49521351734022,299135.9,5039479.3
"22-810","Au coin de la rue Sainte-Catherine E et la rue Montcalm. Situé au nord-ouest de l'intersection","Public","Poste public actif",4,"24H / 7J",-73.55635539364016,45.51834019510486,300397.2,5042048.4
"22-172","Au coin de la rue Sainte-Catherine E et la rue Plessis. Situé au sud-ouest de l'intersection","Public","Poste public actif",6,"Soir",-73.55432871954343,45.52044815312354,300555.7,5042282.5
"22-171","Au coin de la rue Plessis et la rue Sherbrooke E. Situé au sud-est de l'intersection","Public","Poste public actif",8,"24H / 7J",-73.56454861157545,45.52537112578774,299757.8,5042830.2
"22-170","Au coin de la rue Fullum et la rue Sainte-Catherine E. Situé au sud-ouest de l'intersection","Public","Poste public actif",5,"24H / 7J",-73.54813241945521,45.52710404071346,301040.2,5043021.9
"22-169","Au coin de la rue Du Havre et la rue Ontario E. Situé au sud-est de l'intersection","Public","Poste public actif",10,"24H / 7J",-73.55213621957398,45.53350276907257,300728,5043733.2
"22-168","Au coin de la rue Dorion et la rue Sainte-Catherine E. Situé au nord-est de l'intersection","Public","Poste public actif",8,"24H / 7J",-73.5515042883606,45.52369599529935,300776.6,5042643.3
"21-819","Au 1400 boul. René-Levesque E (Maison de Radio-Canada)","En commun","Poste encommun actif",4,"24H / 7J",-73.55218630265506,45.51853510952077,300723,5042069.8
"21-818","Au coin de la rue Sherbrooke E et la rue Plessis . Situé au sud-est de l'intersection","Public","Poste public actif",3,"24H / 7J",-73.56468808644422,45.525431258051476,299746.9,5042836.9
"21-798","Au coin de la rue Saint-Antoine O et le boul. Saint-Laurent. Situé au sud-ouest de l'intersection","Public","Poste public actif",12,"LUN au VEN 8h à 18h",-73.55719184888585,45.506740901271854,300331,5040759.4
"21-790","Au coin de la rue Saint-Jacques et la rue Saint-Francois-Xavier. Situé au sud-est de l'intersection","Public","Poste public actif",6,"24h / 7J",-73.55810809141985,45.5042632279351,300259.2,5040484.1
"21-781","Au 380 boul. René-Levesque O (Derrière hôtel Marriot Courtyard). Poste privé de Taxi Pontiac","Privé","Poste prive actif",3,"24H / 7J",-73.5639564693115,45.50522566819983,299802.2,5040591.4
"21-738","Au 270 rue Saint-Antoine O (Hotel Westin). Poste privé de Taxi Pontiac","Privé","Poste prive actif",1,"24h / 7J",-73.55980014603273,45.50369207779791,300126.9,5040420.7
"21-723","Au coin de l'avenue Viger O et la rue Côté. Situé au nord-est de l'intersection","Public","Poste public actif",4,"24H / 7J",-73.56037179377898,45.50584338087859,300082.4,5040659.8
"21-512","Au coin du 10 rue Saint-Antoine (Palais de justice) et la rue Saint-Laurent. Situé au sud-est de l'intersection","Public","Poste public actif",2,"LUN à VEN 8h à 18h",-73.55719029895022,45.50690096283205,300331.1,5040777.2
"21-484","Au coin du boul. René-levesque O et la rue Clark. Situé au nord-ouest de l'intersection","Public","Poste public actif",2,"24H / 7J",-73.56213411904906,45.50850358653793,299944.9,5040955.5
"21-405","Au coin du 999 rue Saint-Urbain (Holiday Inn) et la rue Viger O. Poste privé de Taxi Pontiac","Privé","Poste prive actif",4,"24H / 7J",-73.55979228465577,45.506529195032385,300127.8,5040736
"21-402","Au coin de la rue Saint-Hubert et la rue Sainte-Catherine E. Situé au sud-est de l'intersection","Public","Poste public actif",7,"24H / 7J",-73.55875256403198,45.51535554169436,300209.7,5041716.8
"21-394","Au Casino de Montréal, réserve au sud-est","En commun","Poste encommun actif",18,"24H / 7J",-73.52462128570556,45.50707528020413,302876.1,5040795.2
"21-393","Au coin du 175 boul. René-levesque O et le complexe Desjardins. Situé au nord-est de l'intersection","Public","Poste public actif",10,"24H / 7J",-73.56307986983643,45.507505294176624,299870.9,5040844.7
"21-387","Au 1 Avenue Du Casino","Public","Poste public actif",3,"24H / 7J",-73.52579042883605,45.50565404153001,302784.7,5040637.3
"20-770","Au coin de la rue Wellington et la rue Queen. Situé au sud-ouest de l'intersection","Public","Poste public actif",5,"24H / 7J",-73.55533886931153,45.497548456856244,300475.1,5039737.7
"20-760","Au coin de la rue Du Square-Victoria et la rue Saint-Antoine O. Situé au nord-est de l'intersection","Public","Poste public actif",6,"24H / 7J",-73.56195000503237,45.50146963579833,299958.7,5040173.8
"20-758","Au 380 rue Sherbrooke Ouest (Hotel Hilton Garden Inn). Poste privé de Taxi Pontiac","Privé","Poste prive actif",2,"24H / 7J",-73.57140215648349,45.50779168632687,299220.7,5040877
"20-751","Au coin de la rue Saint-Mathieu et la rue Sainte-Catherine O. Situé au nord-est de l'intersection","Public","Poste public actif",6,"24H / 7J",-73.57931882698364,45.493922573703045,298600.5,5039336.3
"20-681","Au coin du boul. René-Levesque O et la rue Lucien-L'Allier. Situé au sud-est de l'intersection","Public","Poste public actif",3,"24H / 7J",-73.57291883467099,45.495697750433024,299100.9,5039533.1
"20-678","Au coin de la Place Monseigneur-Charbonneau et la Place Ville-Marie. Situé au nord-ouest de l'intersection","Public","Poste public actif",4,"24H / 7J",-73.56834765263977,45.502201911728356,299458.8,5040255.6
"20-673","Au coin du 800 boul. René-Levesque O et le boul. Robert-Bourassa. Situé au sud-ouest de l'intersection","Public","Poste public actif",3,"24H / 7J",-73.56728730793458,45.501708666214235,299541.6,5040200.7
"20-666","Au coin de la rue Saint-Antoine O et la rue Gauvin. Situé au sud-ouest de l'intersection","Public","Poste public actif",5,"24H / 7J",-73.56200931852413,45.501154263778005,299954.1,5040138.8
"20-619","Au 1625 Av. Des Pins O (Hopital Général Montréal-Livingston Hall)","En commun","Poste encommun actif",2,"24H / 7J",-73.5876556,45.4966242,297949.3,5039637.2
"20-614","Au coin du 3450 rue Drummond et Place Mountain. Situé au nord-ouest de l'intersection","Public","Poste public actif",2,"24H / 7J",-73.57879712988586,45.500750247791885,298642.1,5040095.1
"20-611","Au 687 Avenue Des Pins (Hopital Royal Victoria)","Public","Poste public actif",2,"24H / 7J",-73.58020687036134,45.50811772458275,298532.7,5040913.9
"20-467","Au coin de l'Avenue Union et la rue Sainte-Catherine O. Situé au nord-est de l'intersection","Public","Poste public actif",8,"24H / 7J",-73.56926618650817,45.50385781373937,299387.2,5040439.7
"20-466","Au coin de la rue Saint-Maurice et la rue Mcgill. Situé au sud-ouest de l'intersection","Public","Poste public actif",5,"24H / 7J",-73.55830545183716,45.500492861115795,300243.5,5040065.1
"20-460","Au coin de la rue Stanley et Sainte-Catherine O. Situé au sud-ouest de l'intersection","Public","Poste public actif",5,"24H / 7J",-73.57350311904906,45.49917043895496,299055.6,5039919.1
"20-459","Au 1201 boul. René-Levesque O (Centre Sheraton). Poste privé de Taxi Champlain","Privé","Poste prive actif",3,"24H / 7J",-73.57152006745912,45.49774487514418,299210.5,5039760.5
"20-458","Au coin de la rue Saint-Alexandre et le boul. René-Levesque O. Situé au nord-est de l'intersection","Public","Poste public actif",3,"24H / 7J",-73.56559374736025,45.50440823209937,299674.2,5040500.6
"20-456","Au coin du boul. René-Levesque O et le boul. Robert-Bourassa. Situé au sud-est de l'intersection","Public","Poste public actif",2,"24H / 7J",-73.56712045634458,45.50197481192606,299554.7,5040230.3
"20-455","Au coin de l'avenue Président-Kennedy et l'Avenue Mcgill College. Situé au nord-est de l'intersection","Public","Poste public actif",5,"24H / 7J",-73.57369216270445,45.503323523797164,299041.3,5040380.6
"20-451","Au coin de la rue Metcalfe et la rue Sainte-Catherine O. Situé au nord-est de l'intersection","Public","Poste public actif",3,"24H / 7J",-73.57224861177826,45.50078345720984,299153.8,5040098.3
"20-449","Au coin de la rue Metcalfe et le boul. De Maisonneuve O. Situé au nord-ouest de l'intersection","Public","Poste public actif",6,"24H / 7J",-73.57409029999997,45.501724302947316,299010,5040203
"20-448","Au coin de la rue Mcgill et la Place d'Youville. Situé au sud-est de l'intersection","Public","Poste public actif",8,"24H / 7J",-73.55648751799924,45.50001454067628,300385.5,5040011.8
"20-446","Au coin de la rue Mansfield et la rue De la Gauchetière O. Situé au sud-est de l'intersection","Public","Poste public actif",7,"24H / 7J",-73.56644355952454,45.49898879796768,299607.3,5039898.4
"20-444","Au coin du boul. De Maisonneuve O et la rue Stanley. Situé au nord-est de l'intersection","Public","Poste public actif",8,"24H / 7J",-73.57557536085204,45.500355055493095,298893.8,5040050.9
"20-440","Au coin de l'Avenue Lincoln et la rue Guy. Situé au nord-ouest de l'intersection","Public","Poste public actif",4,"24H / 7J",-73.58063719521482,45.49598728675269,298497.7,5039565.9
"20-438","Au coin de la rue Lambert-Closse et la rue Sainte-Catherine O. Situé au nord-est de l'intersection","Public","Poste public actif",5,"24H / 7J",-73.58353890000001,45.49024069751333,298270.3,5038927.5
"20-437","Au 895 De la Gauchetière Ouest (Gare Centrale). Poste privé de Taxi Champlain","Privé","Poste prive actif",12,"24H / 7J",-73.56624879073792,45.49996839859588,299622.6,5040007.3
"20-434","Au coin du 671 De la Gauchetière Ouest et le boul. Robert-Bourassa. Situé au nord-est de l'intersection","Public","Poste public actif",12,"24H / 7J",-73.56511608095093,45.50107663243742,299711.3,5040130.4
"20-432","Au 1050 rue Sherbrooke Ouest (Hotel Omni). Poste privé de Taxi Pontiac","Privé","Poste prive actif",2,"24H / 7J",-73.57617359881135,45.50204398720204,298847.2,5040238.6
"20-428","Au 1005 rue Guy (Hotel Espresso). Poste privé de Taxi Hochelaga","Privé","Poste prive actif",3,"24H / 7J",-73.57392511349184,45.49349995436386,299022.1,5039289
"20-421","Au 1180 rue De la Montagne (Hotel Novotel). Poste privé de Taxi Pontiac","Privé","Poste prive actif",2,"24H / 7J",-73.57342069999999,45.4969553,299061.8,5039672.9
"20-413","Au coin de la Cote du Beaver Hall et le boul. Rene-Levesque O. Situé au sud-est de l'intersection","Public","Poste public actif",7,"24H / 7J",-73.56612584498293,45.50306616963522,299632.5,5040351.5
"20-411","Au coin du 360 Saint-Antoine O et la rue Saint-Pierre. Situé au sud-ouest de l'intersection","Public","Poste public actif",8,"24H / 7J",-73.56034954232791,45.50306854725463,300083.9,5040351.4
"20-430","Au 900 de la Gauchetière Ouest (Hotel Bonaventure).","En commun","Poste encommun actif",1,"24H / 7J",-73.56479478941036,45.49923833969363,299736.2,5039926.1
"20-463","Au coin de la rue Saint-Jacques et Saint-Pierre. Situé au sud-ouest de l'intersection","Public","Poste public actif",2,"24H / 7J",-73.55921481324464,45.502557135290346,300172.6,5040294.5
"20-450","Au coin du 1155 Metcalfe et la rue René-Levesque. Situé au nord-est de l'intersection","Public","Poste public temporaire",3,"24H / 7J",-73.57054989577023,45.499970241945945,299286.5,5040007.8
"21-403","Au coin du boul. Saint-Laurent et la rue Saint-Paul. Situé au sud-est de l'intersection","Public","Poste public actif",5,"18H00 à 24h00",-73.55365927672119,45.5055737464631,300606.9,5040629.5
"20-613","Au coin du Ch. de la Côte-des-Neiges et la rue Seaforth. Situé au nord-ouest de l'intersection","Public","Poste public actif",2,"24H / 7J",-73.58570120118867,45.49624184141794,298102,5039594.6
"20-787","Au coin de la rue Crescent et la rue Nick-Auf Der Maur. Siuté au nord-est de l'intersection","Public","Poste public actif",6,"21h00 à 08h30",-73.57690397857363,45.497835632968304,298789.7,5039771
"22-736","Au coin de la rue Atateken et la rue Sainte-Catherine E. Situé au sud-est de l'intersection","Public","Poste public temporaire",4,"20h00 à 05h30",-73.55696203226319,45.51748595466302,300349.8,5041953.5
"21-386","Au coin du 1199 rue Berri (Fairfield Inn) et le boul. René-Levesque E","Public","Poste public actif",2,"24H / 7J",-73.55741464285279,45.51373224042066,300314.1,5041536.3
"20-706","Au coin de l'Avenue du Président-Kennedy et la rue Victoria. Situé au nord-est de l'intersection","Public","Poste public actif",3,"Lun au Ven de 8h00 à 18h00",-73.57307232142637,45.5039467693116,299089.8,5040449.9
"20-942","3775, University / Hôpital neurologique de Montréal. Situé au sud-est de l'adresse près du pavillon Duff","Public","Poste public actif",3,"24H / 7J",-73.5807022593857,45.50853730834761,298494.1,5040960.6
"20-691","Au coin de la rue Sainte-Catherine O et la rue Crescent. Situé au nord-ouest de l'intersection","Public","Poste public actif",5,"24H / 7J",-73.57583338042605,45.497205620314276,298873.3,5039700.9
"20-423","Au coin de la rue Drummond et la rue Sainte-Catherine O. Situé au nord-est de l'intersection","Public","Poste public actif",2,"",-73.57431717829593,45.49874115446183,298992,5039871.4
"22-671","Au 2099 rue Alexandre-DeSève (Hôpital Notre-Dame, pavillon J.A.DeSève)","Public","Poste public actif",4,"24h / 7J",-73.56222715158998,45.52507810047524,299939.1,5042797.5
"20-749","Au coin du boul. De Maisonneuve O et l'Avenue Mcgill College. Situé au nord-est de l'intersection","Public","Poste public temporaire",8,"24H / 7J",-73.57287140674589,45.50271068148125,299105.4,5040312.5
"20-424","Au 1240 Drummond (Hôtel Best Western Plus)","Public","Poste public actif",2,"24H / 7J",-73.5734514803566,45.498214821092155,299059.6,5039812.9
"22-173","Au coin du boul. René-levesque e et la rue De la Visitation. Situé au sud-est de l'intersection","Public","Poste public actif",8,"24h / 7J",-73.55315026715084,45.51762552500916,300647.6,5041968.8
"21-388","Au coin du 1255 Jeanne-Mance (Hotel DoubleTree by Hilton) et la rue Sainte-catherine O. Poste privé de Taxi Pontiac","Privé","Poste prive actif",2,"24H / 7J",-73.56480179682005,45.50681085353035,299736.3,5040767.6
"20-622","Au coin de la rue Stanley et la rue Sherbrooke O. Situé au nord-ouest de l'intersection","Public","Poste public actif",4,"24H / 7J",-73.57733548769681,45.50118395093767,298756.3,5040143.1
"20-465","Au coin de la rue Saint-Mathieu et le boul. René-Levesque O. Situé au nord-est de l'intersection","Public","Poste public actif",2,"24H / 7J",-73.57663628888548,45.49240185638556,298810,5039167.1
"21-403","Au coin du boul. Saint-Laurent et la rue Saint-Paul. Situé au sud-est de l'intersection","Public","Poste public actif",4,"18H à Minuit",-73.55363914127804,45.50558376120755,300608.5,5040630.6
"20-768","Au coin de l'Avenue du Président-Kennedy et la rue De Bleury. Situé au sud-ouest de l'intersection","Public","Poste public temporaire",2,"24H / 7J",-73.56953386826171,45.50746065630405,299366.6,5040840.1
"20-682","Au coin du 800 Gauvin et la rue Saint-Antoine O. Situé au sud-ouest de l'intersection","Public","Poste public temporaire",4,"24H / 7J",-73.56199915158993,45.50113561305182,299954.8,5040136.7
"20-621","Au 1155 Sherbrooke Ouest (Hotel Sofitel). Poste privé Taxelco","Privé","Poste prive actif",1,"24H / 7J",-73.57740522513122,45.5013305865047,298750.9,5040159.4
"21-911","Rue Sanguinet au coin de la rue De la Gauchetière E.. Il s'agit du poste d'attente pour le CHUM.","Public","Poste public actif",11,"24/7",-73.55766879444273,45.51101488594983,300294,5041234.4
"20-609","Au 1650 av. Cédar / Hôpital général de Montréal. Situé au nord-ouest de l'adresse sur av. Cédar","Public","Poste public actif",3,"24H / 7J",-73.59040771614686,45.49662263930744,297734.2,5039637.3
"20-879","Au coin du boul. Robert-Bourassa et la Place Monseigneur-Charbonneau. Situé au nord-ouest de l'intersection","Public","Poste public actif",14,"24H / 7J",-73.56820281058958,45.502339991726984,299470.2,5040271
"21-785","Au coin de la rue Saint-Urbain et la rie Sainte-Catherine O. Situé au sud-ouest de l'intersection","Public","Poste public actif",5,"24h / 7J",-73.56481948941041,45.508539552483455,299735.1,5040959.7
"21-404","Au coin du boul. Saint-Laurent et la rue Notre-Dame E. Situé au sud-est de l'intersection","Public","Poste public actif",4,"24H / 7J",-73.55553720740966,45.50621849436834,300460.2,5040701.2
"20-696","Au coin de la rue Mansfield et le boul René-Levesque O. Situé au sud-est de l'intersection","Public","Poste public actif",15,"24H / 7J",-73.56836462565616,45.49986992373441,299457.3,5039996.5
"20-453","Au 475 Av. Du Président Kennedy (Hotel Delta). Poste privé de Taxi Champlain","Privé","Poste prive temporaire",1,"24H / 7J",-73.57098140608218,45.50626930135155,299253.4,5040707.8
"20-462","Au coin de la rue Saint-Jacques et la rue Gauvin. Situé au coin nord-ouest de l'intersection","Public","Poste public temporaire",4,"24H / 7J",-73.56131194418026,45.500364680666806,300008.5,5040051
"20-435","Au 1050 De la Gauchetière O (Marriott Chateau Champlain).","En commun","Poste encommun actif",2,"24H / 7J",-73.56768420555727,45.49770174369483,299510.2,5039755.5
"21-803","Au coin de la rue De la Commune E et la Place Jacques-Cartier. Situé au nord-est de l'intersection.","Public","Poste public actif",2,"24H / 7J",-73.55200177411467,45.50764900483763,300736.6,5040860
"21-399","Au coin de la rue Saint-Denis et le boul. René-levesque O. Situé au nord-ouest de l'intersection","Public","Poste public actif",4,"24H / 7J",-73.55857433862303,45.5126945624108,300223.4,5041421.1
"22-502","Au coin de la rue Champlain et la rue Sainte-Catherine E. Situé au nord-ouest de l'intersection","Public","Poste public temporaire",6,"24h / 7J",-73.5531691748688,45.52184751490195,300646.4,5042438
"21-767","Près du 1717 rue Berri (Gare d'autocars de Montréal)","Public","Poste public actif",12,"24H / 7J",-73.56333353862306,45.51655273803695,299851.9,5041850.1
"20-452","Au coin de la rue Peel et le boul. René-Levesque O. Situé au nord-ouest de l'intersection","Public","Poste public actif",3,"24H / 7J",-73.57052725529479,45.49875280172043,299288.2,5039872.5
"21-400","Au Complexe Desjardins, 150 rue Sainte-Catherine O","Public","Poste public temporaire",7,"24H / 7J",-73.56504481481932,45.50831387446851,299717.5,5040934.6
"21-764","Au coin de la rue Saint-Denis et la rue Ontario E. Situé au nord-est de l'intersection","Public","Poste public actif",4,"18h00 à 07h00",-73.56529855731429,45.51605396505689,299698.4,5041794.8
"20-801","Au coin de la rue De la Montagne et du boul de Maisonneuve O.. Situé au sud-est de l'intersection","Public","Poste public actif",2,"24H / 7J",-73.57618509499815,45.49849645192837,298846,5039844.4
"33-478","Au coin de l'avenue Querbes et la rue Jean-Talon O. Situé au sud-est de l'intersection","Public","Poste public actif",3,"24H / 7J",-73.62315273363487,45.528540390440284,295180.4,5043187.7
"33-238","Au coin de l'avenue Wiseman et la rue Jarry O. Situé au sud-est de l'intersection","Public","Poste public actif",3,"24H / 7J",-73.63671827290091,45.52922360249514,294121,5043265.4
"33-237","Au coin de l'avenue Outremont et la rue Jean-Talon O. Situé au nord-ouest de l'intersection","Public","Poste public actif",2,"24H / 7J",-73.62482643075055,45.52627047357399,295049.3,5042935.7
"33-236","Au coin de l'avenue Wiseman et la rue De Liège . Situé au sud-ouest de l'intersection","Public","Poste public actif",4,"24H / 7J",-73.64300537214149,45.53084704250136,293630.2,5043446.7
"31-636","Au coin de la rue Lajeunesse et la rue Crémazie E. Situé au sud-ouest de l'intersection","Public","Poste public actif",4,"24H / 7J",-73.63718605120084,45.546471012640524,294087.7,5045182.2
"31-634","Au coin de la rue Lajeunesse et la rue Jarry E. Situé au sud-est de l'intersection","Public","Poste public actif",4,"24H / 7J",-73.62819099216722,45.54375548659487,294789.6,5044879.2
"31-631","Au coin de la rue Berri et le boul. Crémazie E. Situé au sud-est de l'intersection","Public","Poste public actif",2,"24H / 7J",-73.63785123772686,45.54582482801659,294035.6,5045110.5
"31-228","Au coin de la rue De Normanville et la rue Villeray. Situé au nord-ouest de l'intersection","Public","Poste public actif",6,"24H / 7J",-73.61834621377056,45.54713221758332,295558.9,5045253.3
"31-227","Au coin de la rue De Lanaudière et la rue Jean-Talon E. Situé au nord-est de l'intersection.","Public","Poste public actif",6,"24H / 7J",-73.60937690682476,45.54544913540849,296259,5045065.3
"30-808","Au coin du boul. Saint-Michel et le boul. Shaughnessy. Situé au nord-ouest de l'intersection","Public","Poste public actif",5,"19H à 6H30",-73.5994913579998,45.55921548611647,297032.9,5046594.1
"30-630","Au coin de la rue Legendre et le boul. Saint-Michel. Situé au nord-est de l'intersection","Public","Poste public actif",2,"24H / 7J",-73.62735843671544,45.57180160509741,294859.6,5047995.9
"30-629","Au coin du boul. Shaughnessy et le boul. Saint-Michel. Situé au sud-ouest de l'intersection","Public","Poste public actif",8,"6H30 à 19H",-73.59939479847526,45.55917041393142,297040.4,5046589.1
"30-628","Au coin de la 9e avenue et la rue Jarry E. Situé au nord-ouest de l'intersection","Public","Poste public actif",5,"24H / 7J",-73.61072468314205,45.56255249465018,296156.4,5046966.1
"30-223","Au coin de la 23e avenue et la rue Jean-Talon E. Situé au nord-ouest de l'intersection","Public","Poste public actif",6,"24H / 7J",-73.59109497067038,45.56705486650968,297689.4,5047464.6
"30-222","Au coin de la 22e avenue et la rue Jarry E. Situé au sud-est de l'intersection","Public","Poste public actif",2,"24H / 7J",-73.60305976893869,45.57088683909844,296756,5047891.6
"31-229","Au coin de l'avenue Louis-Hébert et la rue Jean-Talon E. Situé au nord-ouest de l'intersection","Public","Poste public actif",4,"24H / 7J",-73.60268640491995,45.55298428928876,296782.6,5045902
"9-84","Au coin du 5800 boul. Cavendish et le Chemin Mackle. Poste privé de Taxi Diamond","Privé","Poste prive actif",5,"24H / 7J",-73.66622940370485,45.47760710064498,291804,5037533.6
"11-99","7155 Ch. de la Côte-St-Luc. Avenue Saint-Ignatus, IGA (poste privé de Taxi Diamond)","Privé","Poste prive actif",8,"24H/ 7J",-73.6553141,45.4656817,292654.8,5036206.6
"11-110","Avenue Walkley. Chemin de la Côte-St-Luc","Public","Poste public actif",6,"24H / 7J",-73.64976480000001,45.4700044,293089.6,5036686.2
